category,resume_text
DevOps Engineer,"DevOps Engineer with 5 years of experience. Skilled in TensorFlow, Django, Java, Hadoop, GCP, PostgreSQL. Experience with GitHub Actions, Jira. Education: B.E. in IT."
Machine Learning Engineer,"Machine Learning Engineer with 2 years of experience. Skilled in MongoDB, Airflow, Figma, scikit-learn. Experience with CI/CD, Terraform, REST API, Agile. Education: B.Tech in Computer Science."
Blockchain Developer,"Blockchain Developer with 4 years of experience. Skilled in GCP, PyTorch, Django, Tableau, Redis, React. Experience with REST API, GitHub Actions, Microservices. Education: B.Tech in Computer Science."
Data Engineer,"Data Engineer with 1 years of experience. Skilled in TensorFlow, C++, GraphQL, React, Kafka. Experience with Agile, Jenkins, REST API, Ansible. Education: M.Tech in AI."
DevOps Engineer,"DevOps Engineer with 4 years of experience. Skilled in Excel, AWS, Hadoop, GCP, PyTorch, React. Experience with CI/CD, Linux, Ansible. Education: M.Tech in AI."
UI/UX Designer,"UI/UX Designer with 9 years of experience. Skilled in AWS, Java, scikit-learn, Docker, Power BI. Experience with Scrum, Jenkins. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 10 years of experience. Skilled in Solidity, Redis, MongoDB, Tableau. Experience with REST API, Microservices. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in Node.js, AWS, Pandas, Excel, FastAPI, Docker. Experience with Microservices, Scrum. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in Figma, C++, Spark, PyTorch. Experience with REST API, Jira. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 3 years of experience. Skilled in NumPy, Hadoop, Figma, GCP. Experience with Agile, Linux, Ansible. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 3 years of experience. Skilled in React, MongoDB, scikit-learn, Figma, Docker. Experience with GitHub Actions, Jenkins, Agile, Terraform. Education: B.Des."
QA Engineer,"QA Engineer with 5 years of experience. Skilled in Kafka, Figma, Java, Spark, C++, Power BI, Python. Experience with Jira, Agile, Terraform, REST API. Education: B.Tech in Computer Science."
Business Analyst,"Business Analyst with 2 years of experience. Skilled in TensorFlow, Elasticsearch, Tableau, AWS. Experience with GitHub Actions, CI/CD. Education: M.S. in Data Science."
Data Scientist,"Data Scientist with 10 years of experience. Skilled in Docker, React, Power BI, Azure, NumPy. Experience with Ansible, CI/CD, Terraform. Education: MBA."
QA Engineer,"QA Engineer with 10 years of experience. Skilled in Django, AWS, Azure, GraphQL, C++. Experience with Ansible, Linux, REST API. Education: MBA."
AI Engineer,"AI Engineer with 3 years of experience. Skilled in Django, PostgreSQL, Redis, Tableau, Excel, Hadoop. Experience with Jira, Terraform, CI/CD. Education: MBA."
Product Manager,"Product Manager with 3 years of experience. Skilled in PostgreSQL, Flask, Python, Figma. Experience with CI/CD, REST API, Jira. Education: M.S. in Data Science."
Machine Learning Engineer,"Machine Learning Engineer with 10 years of experience. Skilled in Power BI, AWS, Node.js, Elasticsearch, Django, PostgreSQL. Experience with Agile, Ansible. Education: MBA."
Blockchain Developer,"Blockchain Developer with 5 years of experience. Skilled in Solidity, GraphQL, FastAPI, Python, MongoDB, Redis, Kafka. Experience with Jira, Git, Scrum. Education: M.S. in Data Science."
Blockchain Developer,"Blockchain Developer with 3 years of experience. Skilled in Django, PostgreSQL, NumPy, Pandas, C++. Experience with GitHub Actions, Terraform, Git, Jira. Education: M.Tech in AI."
Backend Developer,"Backend Developer with 2 years of experience. Skilled in NumPy, GCP, Hadoop, PostgreSQL, Java, Solidity. Experience with Git, CI/CD, Microservices, Terraform. Education: B.E. in IT."
Cybersecurity Analyst,"Cybersecurity Analyst with 10 years of experience. Skilled in SQL, NumPy, C++, Java. Experience with Terraform, Ansible. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in Power BI, Kubernetes, Django, React, Java, Excel. Experience with Jenkins, Scrum, Linux, CI/CD. Education: M.S. in Data Science."
Software Engineer,"Software Engineer with 9 years of experience. Skilled in FastAPI, Python, NumPy, AWS. Experience with Agile, Microservices, Ansible, Terraform. Education: M.S. in Data Science."
Frontend Developer,"Frontend Developer with 4 years of experience. Skilled in Figma, Java, Airflow, Spark, SQL. Experience with Jira, GitHub Actions. Education: B.E. in IT."
Business Analyst,"Business Analyst with 7 years of experience. Skilled in Spark, Node.js, Kafka, Django. Experience with GitHub Actions, CI/CD, REST API, Jenkins. Education: B.Tech in Computer Science."
Cloud Engineer,"Cloud Engineer with 1 years of experience. Skilled in Node.js, Kafka, PostgreSQL, Django. Experience with Terraform, Ansible, Microservices. Education: M.Tech in AI."
DevOps Engineer,"DevOps Engineer with 4 years of experience. Skilled in Solidity, Excel, NumPy, Airflow, React. Experience with REST API, Microservices. Education: B.E. in IT."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in Python, Spark, PostgreSQL, MongoDB, Pandas, Flask. Experience with CI/CD, Microservices, GitHub Actions. Education: MBA."
Frontend Developer,"Frontend Developer with 9 years of experience. Skilled in MongoDB, Pandas, Kafka, Java. Experience with REST API, Git, Linux, GitHub Actions. Education: M.S. in Data Science."
Mobile Developer,"Mobile Developer with 3 years of experience. Skilled in Django, C++, Figma, PyTorch. Experience with REST API, Jenkins, Microservices, Ansible. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in TensorFlow, Power BI, NumPy, Redis, Pandas, MongoDB. Experience with Terraform, Jira. Education: M.Tech in AI."
Backend Developer,"Backend Developer with 4 years of experience. Skilled in Kubernetes, Django, Tableau, NumPy, Redis. Experience with Scrum, Jenkins, Linux, REST API. Education: B.Des."
UI/UX Designer,"UI/UX Designer with 9 years of experience. Skilled in Redis, Flask, PyTorch, MongoDB. Experience with Microservices, Git, REST API. Education: M.S. in Data Science."
UI/UX Designer,"UI/UX Designer with 2 years of experience. Skilled in Kafka, Java, FastAPI, C++. Experience with Ansible, Terraform. Education: MBA."
DevOps Engineer,"DevOps Engineer with 3 years of experience. Skilled in Excel, Power BI, GraphQL, PyTorch, SQL. Experience with Terraform, GitHub Actions, Scrum, Linux. Education: B.E. in IT."
Cybersecurity Analyst,"Cybersecurity Analyst with 7 years of experience. Skilled in scikit-learn, C++, GraphQL, MongoDB. Experience with Terraform, Linux, Agile. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 9 years of experience. Skilled in GCP, SQL, AWS, Python, Docker, Power BI. Experience with Scrum, GitHub Actions. Education: MBA."
DevOps Engineer,"DevOps Engineer with 3 years of experience. Skilled in NumPy, PyTorch, AWS, Figma. Experience with Linux, Jira, Jenkins. Education: B.Des."
Cybersecurity Analyst,"Cybersecurity Analyst with 6 years of experience. Skilled in Kafka, C++, TensorFlow, Solidity, Docker, Java, scikit-learn. Experience with Jenkins, Microservices, GitHub Actions, Terraform. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 3 years of experience. Skilled in Spark, MongoDB, scikit-learn, Kafka, GraphQL, Python, PostgreSQL. Experience with Ansible, Jira, Jenkins, Microservices. Education: B.E. in IT."
DevOps Engineer,"DevOps Engineer with 8 years of experience. Skilled in PyTorch, Figma, Redis, Django, Excel, GCP. Experience with CI/CD, Jenkins, Git. Education: M.Tech in AI."
Data Engineer,"Data Engineer with 2 years of experience. Skilled in NumPy, GCP, Redis, Java, Airflow, PostgreSQL. Experience with Linux, Terraform, Agile, Git. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 10 years of experience. Skilled in PostgreSQL, GCP, Excel, NumPy. Experience with Terraform, Ansible, Agile, GitHub Actions. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 5 years of experience. Skilled in Kafka, Azure, Airflow, Figma. Experience with Linux, Jenkins, Jira, CI/CD. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 2 years of experience. Skilled in GCP, Azure, SQL, Elasticsearch. Experience with Scrum, CI/CD, Jenkins, Microservices. Education: M.Tech in AI."
Frontend Developer,"Frontend Developer with 2 years of experience. Skilled in GraphQL, scikit-learn, Kubernetes, Power BI. Experience with Microservices, Ansible. Education: B.Des."
Cybersecurity Analyst,"Cybersecurity Analyst with 3 years of experience. Skilled in Flask, Azure, Kubernetes, Docker, Hadoop. Experience with Agile, Git, REST API, Jira. Education: B.E. in IT."
Blockchain Developer,"Blockchain Developer with 3 years of experience. Skilled in PostgreSQL, Excel, Django, C++, GCP. Experience with GitHub Actions, Terraform, Microservices. Education: M.S. in Data Science."
Product Manager,"Product Manager with 7 years of experience. Skilled in Figma, Azure, Tableau, Python, PostgreSQL, AWS. Experience with Jenkins, Linux. Education: MBA."
Business Analyst,"Business Analyst with 5 years of experience. Skilled in FastAPI, scikit-learn, Java, NumPy, C++, Power BI, Redis. Experience with Linux, REST API. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 2 years of experience. Skilled in Tableau, PostgreSQL, Hadoop, Redis, PyTorch, Kafka. Experience with Microservices, Ansible. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 2 years of experience. Skilled in Python, Figma, FastAPI, React, PyTorch. Experience with Jira, Ansible. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 6 years of experience. Skilled in Redis, Power BI, Java, Pandas. Experience with REST API, Terraform, Jira. Education: B.Tech in Computer Science."
Business Analyst,"Business Analyst with 8 years of experience. Skilled in PostgreSQL, FastAPI, MongoDB, Kafka, Django, Flask, scikit-learn. Experience with CI/CD, Terraform, Jira, Scrum. Education: M.Tech in AI."
Software Engineer,"Software Engineer with 7 years of experience. Skilled in SQL, NumPy, Figma, Pandas, Django, Azure. Experience with Terraform, Jira, REST API, Ansible. Education: M.Tech in AI."
Machine Learning Engineer,"Machine Learning Engineer with 8 years of experience. Skilled in Kubernetes, TensorFlow, Solidity, Flask, Docker, scikit-learn, GCP. Experience with Linux, REST API, Terraform, Jira. Education: M.S. in Data Science."
AI Engineer,"AI Engineer with 9 years of experience. Skilled in scikit-learn, GraphQL, Kafka, Pandas, NumPy, Docker, TensorFlow. Experience with Jira, CI/CD. Education: B.E. in IT."
UI/UX Designer,"UI/UX Designer with 8 years of experience. Skilled in Python, TensorFlow, PostgreSQL, Elasticsearch, Azure. Experience with REST API, Agile, Jira, Git. Education: B.Tech in Computer Science."
AI Engineer,"AI Engineer with 10 years of experience. Skilled in PyTorch, C++, Figma, Redis, Pandas, Python. Experience with Scrum, CI/CD, Linux. Education: B.Des."
Cloud Engineer,"Cloud Engineer with 6 years of experience. Skilled in GCP, Node.js, Django, MongoDB, GraphQL, scikit-learn, Azure. Experience with Scrum, Terraform, REST API, Microservices. Education: B.E. in IT."
Frontend Developer,"Frontend Developer with 7 years of experience. Skilled in FastAPI, Java, scikit-learn, Elasticsearch, Pandas. Experience with Scrum, Terraform, Agile, Ansible. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in Kafka, FastAPI, TensorFlow, Flask. Experience with Linux, Scrum, Jira, GitHub Actions. Education: B.Tech in Computer Science."
Business Analyst,"Business Analyst with 3 years of experience. Skilled in Kafka, Airflow, TensorFlow, PyTorch, Power BI, Node.js. Experience with CI/CD, Linux, Microservices. Education: B.E. in IT."
Mobile Developer,"Mobile Developer with 3 years of experience. Skilled in Elasticsearch, Node.js, SQL, TensorFlow, Power BI. Experience with REST API, Git, Agile, GitHub Actions. Education: B.Des."
Cybersecurity Analyst,"Cybersecurity Analyst with 1 years of experience. Skilled in Solidity, Flask, Figma, PyTorch, SQL. Experience with Jenkins, Scrum, Microservices. Education: M.Tech in AI."
AI Engineer,"AI Engineer with 7 years of experience. Skilled in Solidity, Figma, Pandas, Django, PyTorch, Python, scikit-learn. Experience with Linux, Agile, Terraform, Git. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 8 years of experience. Skilled in Pandas, Flask, Docker, SQL. Experience with CI/CD, Microservices, Ansible, Jenkins. Education: B.Des."
DevOps Engineer,"DevOps Engineer with 5 years of experience. Skilled in SQL, PyTorch, Azure, Docker, Redis, GCP. Experience with CI/CD, Microservices, Ansible. Education: B.E. in IT."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in AWS, Pandas, Docker, Kafka, GCP, PyTorch, Power BI. Experience with CI/CD, Jira, Ansible. Education: M.Tech in AI."
Business Analyst,"Business Analyst with 8 years of experience. Skilled in PyTorch, Kafka, Elasticsearch, Tableau. Experience with Agile, Git. Education: B.Des."
DevOps Engineer,"DevOps Engineer with 7 years of experience. Skilled in GraphQL, Java, Tableau, Pandas, Kubernetes, Python, Flask. Experience with Ansible, Linux, Git, Jenkins. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 3 years of experience. Skilled in MongoDB, PyTorch, Tableau, FastAPI, Kafka, Java. Experience with Agile, Jira, Ansible, Terraform. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 8 years of experience. Skilled in Spark, Node.js, AWS, Kafka, Docker, PyTorch, MongoDB. Experience with Jira, Jenkins, Scrum. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 4 years of experience. Skilled in MongoDB, Solidity, Tableau, Java, React, SQL. Experience with REST API, Scrum. Education: MBA."
Backend Developer,"Backend Developer with 6 years of experience. Skilled in C++, NumPy, AWS, MongoDB, Django, Python, Kafka. Experience with Ansible, Git, Jira, Scrum. Education: MBA."
Blockchain Developer,"Blockchain Developer with 2 years of experience. Skilled in Airflow, PostgreSQL, Elasticsearch, Pandas, Redis. Experience with REST API, Linux. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in Node.js, Python, Docker, Kubernetes, GraphQL, Tableau, Solidity. Experience with Terraform, CI/CD, Jenkins. Education: B.Des."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in GraphQL, GCP, Solidity, Java, Azure, Tableau. Experience with Jenkins, CI/CD, REST API, Terraform. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in Python, SQL, GCP, Java. Experience with Jira, Scrum. Education: B.Tech in Computer Science."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in Docker, React, Tableau, C++, PostgreSQL. Experience with Agile, Microservices, GitHub Actions. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 5 years of experience. Skilled in C++, Azure, Java, SQL, Python, Solidity, Django. Experience with Jenkins, Agile. Education: B.Tech in Computer Science."
QA Engineer,"QA Engineer with 8 years of experience. Skilled in GraphQL, NumPy, PostgreSQL, Hadoop. Experience with Agile, CI/CD. Education: M.Tech in AI."
UI/UX Designer,"UI/UX Designer with 10 years of experience. Skilled in AWS, C++, Hadoop, Redis, Excel. Experience with Git, Agile, CI/CD, Jenkins. Education: MBA."
Cybersecurity Analyst,"Cybersecurity Analyst with 3 years of experience. Skilled in Figma, Solidity, Kafka, MongoDB, Kubernetes, GraphQL, Airflow. Experience with Git, Jenkins, Microservices, REST API. Education: M.Tech in AI."
Blockchain Developer,"Blockchain Developer with 3 years of experience. Skilled in SQL, FastAPI, React, C++, Kubernetes. Experience with Scrum, GitHub Actions, Git. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 1 years of experience. Skilled in Excel, PostgreSQL, FastAPI, AWS, GCP, C++, Pandas. Experience with Ansible, Jira, GitHub Actions, CI/CD. Education: B.Tech in Computer Science."
DevOps Engineer,"DevOps Engineer with 3 years of experience. Skilled in Pandas, NumPy, Solidity, Kubernetes, TensorFlow, GraphQL, Redis. Experience with Linux, Agile. Education: MBA."
Machine Learning Engineer,"Machine Learning Engineer with 7 years of experience. Skilled in Spark, Python, PyTorch, Redis, FastAPI, Solidity. Experience with Ansible, GitHub Actions, Jira, CI/CD. Education: M.Tech in AI."
Frontend Developer,"Frontend Developer with 9 years of experience. Skilled in PostgreSQL, NumPy, Kubernetes, AWS. Experience with Scrum, Ansible, Microservices. Education: MBA."
Data Engineer,"Data Engineer with 4 years of experience. Skilled in FastAPI, Kafka, Redis, Azure. Experience with Jira, Git, Microservices, Scrum. Education: MBA."
Cloud Engineer,"Cloud Engineer with 9 years of experience. Skilled in AWS, Tableau, GCP, Redis, Pandas. Experience with Jenkins, Linux. Education: M.Tech in AI."
Blockchain Developer,"Blockchain Developer with 2 years of experience. Skilled in PyTorch, TensorFlow, Redis, Pandas, React, Airflow. Experience with CI/CD, Agile. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 5 years of experience. Skilled in C++, GraphQL, PyTorch, Python. Experience with Git, REST API, Terraform, Linux. Education: M.Tech in AI."
Blockchain Developer,"Blockchain Developer with 7 years of experience. Skilled in Tableau, Elasticsearch, Kubernetes, Kafka, Azure. Experience with Scrum, CI/CD. Education: MBA."
Cybersecurity Analyst,"Cybersecurity Analyst with 6 years of experience. Skilled in Figma, PyTorch, Elasticsearch, Excel, React. Experience with Agile, Ansible, Linux. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 8 years of experience. Skilled in Hadoop, TensorFlow, PostgreSQL, Excel, Redis, Spark. Experience with Agile, Jenkins, GitHub Actions, Git. Education: B.Des."
Software Engineer,"Software Engineer with 7 years of experience. Skilled in TensorFlow, Excel, Redis, PostgreSQL. Experience with REST API, Terraform, Agile. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 9 years of experience. Skilled in AWS, SQL, NumPy, C++, Pandas. Experience with REST API, Git, CI/CD. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 6 years of experience. Skilled in PyTorch, Node.js, Spark, AWS. Experience with Scrum, Terraform. Education: MBA."
DevOps Engineer,"DevOps Engineer with 9 years of experience. Skilled in Airflow, scikit-learn, GCP, NumPy. Experience with CI/CD, REST API. Education: B.Des."
Business Analyst,"Business Analyst with 8 years of experience. Skilled in scikit-learn, Docker, Hadoop, Airflow, Solidity, Spark. Experience with Microservices, Terraform. Education: MBA."
Blockchain Developer,"Blockchain Developer with 7 years of experience. Skilled in Pandas, Hadoop, Kafka, SQL. Experience with Scrum, Git, Jenkins. Education: M.S. in Data Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 4 years of experience. Skilled in GraphQL, Power BI, Solidity, PostgreSQL, Figma, React. Experience with Ansible, Git, Jenkins. Education: B.Des."
Mobile Developer,"Mobile Developer with 9 years of experience. Skilled in SQL, AWS, NumPy, GraphQL. Experience with Agile, GitHub Actions, Jenkins, Ansible. Education: MBA."
Data Scientist,"Data Scientist with 4 years of experience. Skilled in Node.js, Python, GCP, Azure. Experience with Linux, Jenkins. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 9 years of experience. Skilled in Elasticsearch, FastAPI, Azure, PyTorch. Experience with Agile, REST API. Education: B.Tech in Computer Science."
QA Engineer,"QA Engineer with 7 years of experience. Skilled in Tableau, Node.js, Docker, C++, Excel, Figma, React. Experience with CI/CD, Jenkins, Terraform, Agile. Education: MBA."
Cloud Engineer,"Cloud Engineer with 10 years of experience. Skilled in Pandas, AWS, PyTorch, PostgreSQL, Kafka, Figma. Experience with Jenkins, REST API, Agile. Education: M.S. in Data Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 10 years of experience. Skilled in Solidity, SQL, Docker, GraphQL, Node.js, Azure. Experience with Ansible, REST API. Education: M.Tech in AI."
Data Engineer,"Data Engineer with 6 years of experience. Skilled in Tableau, GraphQL, Java, NumPy. Experience with REST API, Scrum, GitHub Actions. Education: B.E. in IT."
Software Engineer,"Software Engineer with 10 years of experience. Skilled in Django, PostgreSQL, Docker, Redis, PyTorch, GCP. Experience with Terraform, Jira, REST API. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 10 years of experience. Skilled in Excel, GCP, Kubernetes, PostgreSQL. Experience with Git, Jenkins, Agile. Education: M.S. in Data Science."
UI/UX Designer,"UI/UX Designer with 9 years of experience. Skilled in Kafka, Pandas, Power BI, AWS, C++. Experience with Microservices, Terraform, CI/CD. Education: B.Des."
Data Engineer,"Data Engineer with 7 years of experience. Skilled in scikit-learn, Kafka, Node.js, C++, Java. Experience with REST API, Ansible, Linux. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in TensorFlow, Figma, Excel, Django. Experience with REST API, Git, Linux, Ansible. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in C++, React, PostgreSQL, Figma. Experience with Jira, REST API, Microservices. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 8 years of experience. Skilled in NumPy, Elasticsearch, Spark, Pandas. Experience with Terraform, Git, REST API, Scrum. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 5 years of experience. Skilled in Hadoop, AWS, TensorFlow, Elasticsearch, scikit-learn. Experience with Ansible, Jira, Scrum. Education: M.S. in Data Science."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in PyTorch, Elasticsearch, PostgreSQL, TensorFlow, Java, Azure. Experience with Microservices, CI/CD. Education: M.Tech in AI."
Cloud Engineer,"Cloud Engineer with 2 years of experience. Skilled in PyTorch, Docker, Flask, GCP, Power BI, Redis, Figma. Experience with Scrum, Ansible. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 2 years of experience. Skilled in scikit-learn, FastAPI, Django, MongoDB, Power BI, Java. Experience with Terraform, CI/CD, GitHub Actions, Agile. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 5 years of experience. Skilled in SQL, Elasticsearch, Power BI, Azure, Redis, Kafka. Experience with Scrum, Ansible, GitHub Actions, Linux. Education: MBA."
Cloud Engineer,"Cloud Engineer with 1 years of experience. Skilled in Azure, Pandas, FastAPI, GraphQL. Experience with Jira, REST API. Education: M.Tech in AI."
DevOps Engineer,"DevOps Engineer with 9 years of experience. Skilled in Node.js, AWS, Kubernetes, Python, Hadoop. Experience with REST API, Jira. Education: M.S. in Data Science."
Product Manager,"Product Manager with 3 years of experience. Skilled in Flask, SQL, Tableau, PostgreSQL, Django. Experience with REST API, Terraform, Linux, Jenkins. Education: B.E. in IT."
Data Engineer,"Data Engineer with 5 years of experience. Skilled in GraphQL, Python, Spark, PyTorch, Django, FastAPI. Experience with Git, Linux, Ansible. Education: M.Tech in AI."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in Elasticsearch, Azure, Figma, Pandas, GraphQL. Experience with REST API, Ansible, Agile. Education: M.Tech in AI."
Business Analyst,"Business Analyst with 5 years of experience. Skilled in Spark, Figma, NumPy, GCP, Kubernetes. Experience with Scrum, Git. Education: B.E. in IT."
Frontend Developer,"Frontend Developer with 2 years of experience. Skilled in Pandas, MongoDB, Excel, Figma, GraphQL, FastAPI, Hadoop. Experience with Jira, REST API, Terraform. Education: B.E. in IT."
Product Manager,"Product Manager with 4 years of experience. Skilled in MongoDB, Excel, Flask, TensorFlow, GCP, Spark, Azure. Experience with Linux, Terraform. Education: M.S. in Data Science."
Frontend Developer,"Frontend Developer with 1 years of experience. Skilled in React, Excel, scikit-learn, FastAPI, GraphQL. Experience with Agile, Linux, Microservices. Education: B.Tech in Computer Science."
Software Engineer,"Software Engineer with 5 years of experience. Skilled in AWS, NumPy, scikit-learn, Flask, PyTorch. Experience with Ansible, Jenkins, Jira. Education: B.Tech in Computer Science."
DevOps Engineer,"DevOps Engineer with 1 years of experience. Skilled in Elasticsearch, Airflow, Excel, Figma, Hadoop. Experience with Jira, Scrum. Education: M.S. in Data Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 10 years of experience. Skilled in Redis, MongoDB, Solidity, GraphQL, Tableau, C++. Experience with Git, CI/CD. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in Kafka, Python, Kubernetes, Django, Excel, SQL. Experience with Jenkins, GitHub Actions, Microservices. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 8 years of experience. Skilled in Kubernetes, AWS, Elasticsearch, GraphQL, Node.js, SQL, Figma. Experience with Microservices, Linux, Scrum. Education: B.Tech in Computer Science."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in React, Figma, FastAPI, NumPy, C++. Experience with GitHub Actions, Ansible, Linux. Education: MBA."
DevOps Engineer,"DevOps Engineer with 4 years of experience. Skilled in Elasticsearch, Pandas, Figma, Excel. Experience with Linux, Scrum. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 10 years of experience. Skilled in SQL, Airflow, Solidity, Azure. Experience with Jenkins, Terraform. Education: M.Tech in AI."
Product Manager,"Product Manager with 6 years of experience. Skilled in Spark, GraphQL, Figma, React, Airflow, MongoDB, Power BI. Experience with GitHub Actions, Git. Education: M.Tech in AI."
Blockchain Developer,"Blockchain Developer with 3 years of experience. Skilled in Airflow, Power BI, Docker, PyTorch, SQL. Experience with GitHub Actions, CI/CD. Education: MBA."
UI/UX Designer,"UI/UX Designer with 9 years of experience. Skilled in Elasticsearch, Redis, Hadoop, Node.js. Experience with CI/CD, Scrum, REST API, Terraform. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 6 years of experience. Skilled in GraphQL, Kubernetes, Flask, Hadoop, Node.js. Experience with REST API, GitHub Actions. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 3 years of experience. Skilled in Kubernetes, GraphQL, GCP, MongoDB. Experience with GitHub Actions, Microservices, Linux, REST API. Education: B.E. in IT."
Data Scientist,"Data Scientist with 7 years of experience. Skilled in GCP, React, Python, GraphQL, Airflow. Experience with GitHub Actions, Ansible. Education: B.Des."
Data Engineer,"Data Engineer with 8 years of experience. Skilled in PyTorch, TensorFlow, Node.js, Kafka, MongoDB, Power BI, NumPy. Experience with Microservices, Ansible, REST API, Agile. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in NumPy, Solidity, Python, Figma. Experience with Jira, Ansible. Education: B.Des."
UI/UX Designer,"UI/UX Designer with 8 years of experience. Skilled in Spark, Flask, Power BI, GraphQL, Hadoop. Experience with Microservices, REST API, Jira, Jenkins. Education: MBA."
Business Analyst,"Business Analyst with 6 years of experience. Skilled in Excel, Java, Pandas, Figma. Experience with Terraform, Agile, Git. Education: B.Des."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in PyTorch, Java, Redis, Airflow, C++, Django. Experience with Git, Linux. Education: B.Des."
Business Analyst,"Business Analyst with 3 years of experience. Skilled in SQL, Kubernetes, FastAPI, Power BI, scikit-learn. Experience with REST API, CI/CD, Ansible. Education: B.Des."
Software Engineer,"Software Engineer with 3 years of experience. Skilled in SQL, Python, GraphQL, Docker. Experience with Microservices, Agile, GitHub Actions, Jira. Education: B.Des."
Frontend Developer,"Frontend Developer with 7 years of experience. Skilled in Elasticsearch, Figma, Python, Solidity, Pandas. Experience with Jira, REST API, Microservices, CI/CD. Education: B.Tech in Computer Science."
UI/UX Designer,"UI/UX Designer with 4 years of experience. Skilled in Node.js, PostgreSQL, Airflow, Figma, SQL, Redis, Java. Experience with Scrum, Git, Jenkins. Education: B.Tech in Computer Science."
DevOps Engineer,"DevOps Engineer with 4 years of experience. Skilled in Node.js, Power BI, C++, Tableau, Elasticsearch. Experience with REST API, Terraform, Scrum. Education: M.Tech in AI."
UI/UX Designer,"UI/UX Designer with 8 years of experience. Skilled in Azure, AWS, TensorFlow, Elasticsearch, Docker, PyTorch. Experience with CI/CD, Ansible, Linux. Education: B.E. in IT."
Software Engineer,"Software Engineer with 2 years of experience. Skilled in C++, Flask, Pandas, Django. Experience with Jira, REST API, GitHub Actions, Linux. Education: MBA."
Cloud Engineer,"Cloud Engineer with 10 years of experience. Skilled in Excel, SQL, FastAPI, AWS, Redis. Experience with CI/CD, Git, Agile, Jira. Education: B.Des."
Frontend Developer,"Frontend Developer with 2 years of experience. Skilled in React, Hadoop, Tableau, Azure. Experience with Linux, Microservices, Ansible, Git. Education: B.E. in IT."
